Env,    Account    ,    EKS Cluster Name,    Namespace    ,    Pod    ,    FunctionalDomain    ,    ServiceGroup    ,    ServiceName    ,    ServiceInstance    ,    Mesh @ Label     ,    Mesh @ Annotation    ,    Is SFProxy NS?    ,    Is mesh-control-plane NS?    ,    Using Mesh?
"aag-stage1","SS_FD_SOT","soterfalcon1","sfdc-system","kube-node-recycler-85bc6bdf4b-ftljg","foundation","sam","clustermanagement","clustermanagement1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","madkub-injector-watchdog","madkub-injector-watchdog-5b7dcdbf46-7gz5l","foundation","pki","madkub-watchdog",,"null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","sds","soter-svc-5679dd46c9-cd6qj","foundation","soter","soterfalcon","soterfalcon1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","kube-system","aws-load-balancer-controller-6597878f44-9wj2d","foundation","soter","soterfalcon","soterfalcon1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","kube-system","cluster-autoscaler-cb69fcc6d-9fdk6","foundation","soter","soterfalcon","soterfalcon1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","kube-system","ebs-csi-controller-ff5d45648-cj8m9","foundation","soter","soterfalcon","soterfalcon1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","kube-system","ebs-csi-node-52m62","foundation","soter","soterfalcon","soterfalcon1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","kube-system","snapshot-controller-5fbc4dc864-8fvfx","foundation","soter","soterfalcon","soterfalcon1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","kube-system","snapshot-validation-68768b9956-5wkrh","foundation","soter","soterfalcon","soterfalcon1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","stride-eks-components","metadata-concealer-2r9nz","foundation","stride","metadata-concealer","metadata-concealer1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","stampy-webhook","stampy-webhook-synthetic-test-runner-64f9cdb497-hrfk8","foundation","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","stampy-webhook","stampy-webhook-synthetic-test-target-6d4cc766d6-cgdkn","foundation","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","stampy-webhook","zstampy-webhook-webhook-deployment-846f97776d-6hbx9","foundation","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","opa","opa-54558c4cbd-fgvmj","foundation","soter","soterfalcon","soterfalcon1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","madkub-webhook","madkub-injector-webhook-deployment-6cd898978b-67v7m","foundation","pki","madkub-injection-webhook",,"null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","dva-system","kube-state-metrics-0","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","dva-system","kube-state-metrics-1","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","dva-system","kube-state-metrics-2","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","dva-system","collectd-6f26l","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","dva-system","metrics-server-6d6b9cc4c7-487qr","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","dva-system","sfdc-cluster-logging-ds-7ggf6","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","dva-system","sfdc-cluster-metrics-deploy-5f89f7d59-cbkbm","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","dva-system","sfdc-cluster-metrics-ds-bgh5s","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_SOT","soterfalcon1","collection-webhook","collection-injector-webhook-deployment-86b5f88fb8-56jxz","foundation","collection","collectioninjector","collectioninjector1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","sfdc-system","kube-node-recycler-6f68b49955-trktw","pcs","sam","clustermanagement","clustermanagement1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","madkub-injector-watchdog","madkub-injector-watchdog-69c799c85f-9srt8","pcs","pki","madkub-watchdog",,"null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","kube-system","cluster-autoscaler-8d9b88c4-2mj7c","pcs","pcs","pcs","pcs1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","kube-system","ebs-csi-controller-5576c67bfd-2p7f7","pcs","pcs","pcs","pcs1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","kube-system","ebs-csi-node-5qblz","pcs","pcs","pcs","pcs1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","stride-eks-components","metadata-concealer-lkz6z","pcs","stride","metadata-concealer","metadata-concealer1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","stampy-webhook","stampy-webhook-synthetic-test-runner-5dbf479867-vwvb4","pcs","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","stampy-webhook","stampy-webhook-synthetic-test-target-6b6b57c9cb-mr2h9","pcs","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","stampy-webhook","zstampy-webhook-webhook-deployment-9d5cbdf5d-gjrwr","pcs","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","madkub-webhook","madkub-injector-webhook-deployment-8494464fdd-57l5g","pcs","pki","madkub-injection-webhook",,"null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","dva-system","kube-state-metrics-0","pcs","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","dva-system","kube-state-metrics-1","pcs","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","dva-system","kube-state-metrics-2","pcs","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","dva-system","collectd-2g876","pcs","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","dva-system","metrics-server-96b49f65c-5nwc7","pcs","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","dva-system","sfdc-cluster-logging-ds-8fvn5","pcs","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","dva-system","sfdc-cluster-metrics-deploy-7c875d4bb9-px95w","pcs","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","dva-system","sfdc-cluster-metrics-ds-c4npn","pcs","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","collection-webhook","collection-injector-webhook-deployment-849c6cbf69-cbkxt","pcs","collection","collectioninjector","collectioninjector1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","pcs","pcs-arc-75d4cbdb4-tvwbc","pcs","pcs","pcs-arc","pcs-arc1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","pcs","pcs-gumberoo-b4f89cbc-55xbg","pcs","pcs","pcs-gumberoo","pcs-gumberoo1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","pcs","pcs-hogs-59894d56dd-t5scv","pcs","pcs","pcs-hogs","pcs-hogs1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","pcs","pcs-majordomo-688dddcf57-mrvw2","pcs","pcs","pcs-majordomo","pcs-majordomo1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","pcs","pcs-majordomo-operator-86f76689fb-mjpqs","pcs","pcs","pcs-majordomo-operator","pcs-majordomo-operator1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","pcs","pcs-misr-7755c96d4b-zctzv","pcs","pcs","pcs-misr","pcs-misr1","null","null",false,false,false
"aag-stage1","SS_PC_PCS","pcs-services1","pcs","pcs-tool-77df87cfb6-bq4td","pcs","pcs","pcs-tool","pcs-tool1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","sfdc-system","kube-node-recycler-6dd8fcc67f-vshtn","foundation","sam","clustermanagement","clustermanagement1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","c4sh","c4sh-synthetic-tests-29299380-vmgnr","foundation","c4sh","c4ssh",,"null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","c4sh","inter-fd-c4sh-7c6c5b4979-4jztq","foundation","c4sh","c4ssh",,"null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","c4sh","intra-fd-c4sh-697d859474-55zbb","foundation","c4sh","c4ssh",,"null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","madkub-injector-watchdog","madkub-injector-watchdog-7f76847486-4tgqp","foundation","pki","madkub-watchdog",,"null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","kube-system","aws-load-balancer-controller-5dcbf59494-2dth8","foundation","c4sh","c4ssh","c4ssh1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","kube-system","aws-node-2kgj4","foundation","c4sh","c4ssh","c4ssh1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","kube-system","cluster-autoscaler-5cb8774dbd-7g7xz","foundation","c4sh","c4ssh","c4ssh1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","kube-system","coredns-f4f7f887c-8vtml","foundation","c4sh","c4ssh","c4ssh1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","kube-system","ebs-csi-controller-78496468b7-mdg8x","foundation","c4sh","c4ssh","c4ssh1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","kube-system","ebs-csi-node-2zwn5","foundation","c4sh","c4ssh","c4ssh1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","kube-system","kube-proxy-hdmxf","foundation","c4sh","c4ssh","c4ssh1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","kube-system","snapshot-controller-784bd7f7b5-gglhv","foundation","c4sh","c4ssh","c4ssh1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","kube-system","snapshot-validation-6c876bd464-t57h9","foundation","c4sh","c4ssh","c4ssh1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","stride-eks-components","metadata-concealer-4k2p8","foundation","stride","metadata-concealer","metadata-concealer1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","stampy-webhook","stampy-webhook-synthetic-test-runner-586f6c47f5-vkllg","foundation","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","stampy-webhook","stampy-webhook-synthetic-test-target-dc9656956-vs2gh","foundation","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","stampy-webhook","zstampy-webhook-webhook-deployment-64bddb7dcb-7bd8q","foundation","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","opa","opa-847746896c-mnkpl","foundation","c4sh","c4ssh","c4ssh1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","madkub-webhook","madkub-injector-webhook-deployment-6bccf66945-dgv8w","foundation","pki","madkub-injection-webhook",,"null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","dva-system","kube-state-metrics-0","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","dva-system","collectd-4cz9p","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","dva-system","metrics-server-fcdbd678c-2rg89","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","dva-system","sfdc-cluster-logging-ds-5pqlc","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","dva-system","sfdc-cluster-metrics-deploy-5fc87478bd-986hz","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","dva-system","sfdc-cluster-metrics-ds-ctmq5","foundation","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_FD_C4S","c4ssh1","collection-webhook","collection-injector-webhook-deployment-bbfdc9c8c-5zr8w","foundation","collection","collectioninjector","collectioninjector1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","madkub-injector-watchdog","madkub-injector-watchdog-6bbd7bcc59-5jmsr","core1","pki","madkub-watchdog",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","kube-system","aws-load-balancer-controller-8577c84777-56l8x","core1","sdb","sdbzk","sdbzk-core1-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","kube-system","cluster-autoscaler-655bf798cc-f8dq8","core1","sdb","sdbzk","sdbzk-core1-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","kube-system","ebs-csi-controller-6c9f76bc9-2rkcf","core1","sdb","sdbzk","sdbzk-core1-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","kube-system","ebs-csi-node-29xtz","core1","sdb","sdbzk","sdbzk-core1-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","kube-system","snapshot-controller-7f8f69865f-db46q","core1","sdb","sdbzk","sdbzk-core1-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","kube-system","snapshot-validation-54d5c6b8b9-26xnj","core1","sdb","sdbzk","sdbzk-core1-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","air6s","sdb-18-0","core1","sdb","sdb","air6s","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","air2","sdb-40-0","core1","sdb","sdb","air2","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","air2","sdb-40-1","core1","sdb","sdb","air2","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-0","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-1","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-10","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-11","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-12","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-13","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-14","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-15","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-16","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-17","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-18","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-19","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-2","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-20","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-21","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-22","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-23","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-24","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-25","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-26","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-27","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-28","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-29","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-3","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-4","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-5","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-6","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-7","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-8","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","bookie-9","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sdbarchivalworker-0","core1","sdb","sdbarchivalworker","sdbarchivalworker-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sdbarchivalworker-1","core1","sdb","sdbarchivalworker","sdbarchivalworker-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sdbarchivalworker-2","core1","sdb","sdbarchivalworker","sdbarchivalworker-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sdbarchivalworker-3","core1","sdb","sdbarchivalworker","sdbarchivalworker-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sdbarchivalworker-4","core1","sdb","sdbarchivalworker","sdbarchivalworker-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sdbzk-0","core1","sdb","sdbzk",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sdbzk-1","core1","sdb","sdbzk",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sdbzk-2","core1","sdb","sdbzk",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sdbzk-3","core1","sdb","sdbzk",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sdbzk-4","core1","sdb","sdbzk",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","sts-upgrader-6bbc699cbd-vsg55","core1","sdb","sdbzk",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","sdb","uniscaler-74f9c7d969-4hz75","core1","sdb","sdbstore","sdbstore-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","stride-eks-components","metadata-concealer-487k5","core1","stride","metadata-concealer","metadata-concealer1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","stampy-webhook","stampy-webhook-synthetic-test-runner-d85d87485-btgvj","core1","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","stampy-webhook","stampy-webhook-synthetic-test-target-55f7dbc66-cq6xb","core1","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","stampy-webhook","zstampy-webhook-webhook-deployment-56f5c7fddf-k8979","core1","stampy","stampy-webhook",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","opa","opa-5dd48d88df-dwtpf","core1","sdb","sdbzk","sdbzk-core1-prod","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","madkub-webhook","madkub-injector-webhook-deployment-7955c8bfc-8vqpx","core1","pki","madkub-injection-webhook",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","dva-system","kube-state-metrics-0","core1","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","dva-system","kube-state-metrics-1","core1","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","dva-system","kube-state-metrics-2","core1","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","dva-system","collectd-2th7t","core1","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","dva-system","metrics-server-7f999c7945-czc8h","core1","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","dva-system","sfdc-cluster-logging-ds-4lcnk","core1","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","dva-system","sfdc-cluster-metrics-deploy-7d459bc69-f97qg","core1","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","dva-system","sfdc-cluster-metrics-ds-48k6n","core1","collection","collection","collection1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","air4s","sdb-42-0","core1","sdb","sdb","air4s","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-prod","collection-webhook","collection-injector-webhook-deployment-7fb9569798-452ll","core1","collection","collectioninjector","collectioninjector1","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","madkub-injector-watchdog","madkub-injector-watchdog-54c9cc74d9-9hjbr","core1","pki","madkub-watchdog",,"null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","kube-system","aws-load-balancer-controller-bfc7fdf78-2xl6m","core1","sdb","sdbzk","sdbzk-core1-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","kube-system","cluster-autoscaler-6486bf6fb7-kxt69","core1","sdb","sdbzk","sdbzk-core1-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","kube-system","ebs-csi-controller-85b5f5f6b-2ft9v","core1","sdb","sdbzk","sdbzk-core1-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","kube-system","ebs-csi-node-267d5","core1","sdb","sdbzk","sdbzk-core1-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","kube-system","snapshot-controller-dbb94c894-nrvsg","core1","sdb","sdbzk","sdbzk-core1-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","kube-system","snapshot-validation-5888475c7b-4hcn8","core1","sdb","sdbzk","sdbzk-core1-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-0","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-1","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-10","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-11","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-12","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-13","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-14","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-15","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-16","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-17","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-18","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-19","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-2","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-20","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-21","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-22","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-23","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-24","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-25","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-26","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-27","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-28","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-29","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-3","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-4","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-5","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-6","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-7","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-8","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
"aag-stage1","SS_C1_SDB","sdb-restore","sdb","bookie-9","core1","sdb","sdbstore","sdbstore-restore","null","null",false,false,false
